athlete_id,athlete_name,gender,age,date_of_birth,nationality,country_name,sport,event,games_type,year,host_city,team_or_individual,medal,result_value,result_unit,total_olympics_attended,total_medals_won,gold_medals,silver_medals,bronze_medals,country_total_gold,country_total_medals,country_first_participation,country_best_rank,is_record_holder,coach_name,height_cm,weight_kg,notes
ATH-00111,Krzysztof Lee,Male,33,1991-02-02,JPN,Japan,Swimming,400m Individual Medley,Summer,1920,Antwerp,Individual,No Medal,743.065,seconds,4,1,0,0,1,170,497,1912,3,No,Anna Tarkhanova,168.0,71.4,-
ATH-00112,Deepika Singh,Female,17,2007-11-22,ETH,Ethiopia,Ski Jumping,Large Hill Individual,Winter,1976,Innsbruck,Team,No Medal,134.263,metres,5,5,0,1,4,25,57,1956,30,No,Jon Drummond,172.8,51.1,Oldest medalist
ATH-00113,Erik Constantin,Male,26,1998-03-09,BRA,Brazil,Luge,Women's Singles,Winter,1998,Nagano,Team,No Medal,84.581,seconds,5,1,0,1,0,37,152,1920,20,Olympic Record,Khristo Hristov,186.0,95.1,Season Best
ATH-00114,Erik Thomas,Male,27,1997-08-08,THA,Thailand,Bobsled,4-man M,Winter,2006,Turin,Team,No Medal,109.23,seconds,2,0,0,0,0,13,35,1952,40,No,Tadashi Suzuki,194.5,106.6,Record broken next day
ATH-00115,Julien Bianchi,Male,23,2001-01-18,AUS,Australia,Diving,10m Platform M,Summer,1908,London,Individual,No Medal,484.97,points,1,6,4,1,1,170,554,1896,4,No,Marcus O'Sullivan,184.2,78.1,-
ATH-00116,Deepika Ivanov,Female,39,1985-09-16,HUN,Hungary,Ski Jumping,Large Hill Individual,Winter,1984,Sarajevo,Team,No Medal,105.247,metres,1,4,1,3,0,182,536,1896,5,No,Marcus O'Sullivan,177.1,71.2,-
ATH-00117,Lisa Hasanov,Female,38,1986-04-02,KEN,Kenya,Wrestling,Freestyle 97kg,Summer,2024,Paris,Individual,No Medal,5.315,points,5,0,0,0,0,38,109,1956,20,No,Marcus O'Sullivan,184.8,99.7,Weather-affected
ATH-00118,Krzysztof Kovalenko,Male,22,2002-12-20,SWE,Sweden,Athletics,Heptathlon,Summer,1906,Athens,Individual,Bronze,99.097,seconds,4,4,2,1,1,200,648,1896,4,No,Valentin Lalev,183.7,90.7,Oldest medalist
ATH-00119,Enkhjargal Lopez,Female,21,2003-06-11,UZB,Uzbekistan,Boxing,Light Heavyweight,Summer,2016,Rio de Janeiro,Individual,Gold,3.88,points,3,3,1,0,2,14,40,1996,32,No,Alberto Salazar,178.8,73.1,Record broken next day
ATH-00120,Nesta Babayev,Male,35,1989-11-11,BRA,Brazil,Archery,Team M,Summer,1920,Antwerp,Team,No Medal,283.219,points,2,7,7,0,0,37,152,1920,20,No,Yury Zakharevich,184.7,69.1,-
ATH-00121,Nizami Jackson,Male,39,1985-01-14,GBR,Great Britain,Cycling,Sprint,Summer,2000,Sydney,Individual,No Medal,958.427,seconds,1,3,0,1,2,285,896,1896,2,No,Khristo Hristov,173.9,68.7,Photo-finish silver
ATH-00122,Patricia Brown,Female,31,1993-12-09,USA,United States,Freestyle Skiing,Ski Cross W,Winter,1924,Chamonix,Individual,No Medal,60.844,points,1,0,0,0,0,1061,2638,1896,1,No,Gennadi Touretski,187.5,73.4,Comeback after injury
ATH-00123,Marco Njoroge,Male,29,1995-10-08,ETH,Ethiopia,Triathlon,Mixed Relay,Summer,2016,Rio de Janeiro,Individual,Bronze,3813.237,seconds,4,1,0,0,1,25,57,1956,30,World Record,Glen Mills,175.1,69.9,National Record
ATH-00124,Gabriela Biles,Female,31,1993-01-08,EGY,Egypt,Freestyle Skiing,Half-Pipe M,Winter,1984,Sarajevo,Individual,No Medal,74.436,points,1,7,4,0,3,8,28,1912,45,No,Glen Mills,180.5,64.8,Record broken next day
ATH-00125,Tomasz Kamau,Male,17,2007-05-06,AUT,Austria,Swimming,200m Backstroke,Summer,1906,Athens,Individual,No Medal,949.181,seconds,4,6,5,1,0,59,196,1896,18,No,Andrei Socaci,191.9,60.6,-
ATH-00126,Tatiana Clark,Female,25,1999-10-25,SWE,Sweden,Cross-Country Skiing,30km W,Winter,1928,St. Moritz,Individual,No Medal,4491.841,seconds,1,6,6,0,0,200,648,1896,4,No,Percy Cerutty,183.3,80.9,Youngest competitor
ATH-00127,Nancy Esposito,Female,40,1984-04-23,UKR,Ukraine,Judo,Half-Lightweight,Summer,2008,Beijing,Individual,Silver,1.047,ippon,4,3,1,1,1,46,132,1996,22,No,Franz Stampfl,169.7,53.5,Equipment issue
ATH-00128,Rahul Kaminski,Male,32,1992-09-17,GER,Germany,Boxing,Light Heavyweight,Summer,1904,St. Louis,Individual,Silver,2.541,points,5,2,1,1,0,275,854,1896,2,No,Percy Cerutty,180.7,62.0,National Record
ATH-00129,Quentin Yadav,Male,20,2004-03-09,TUR,Turkey,Diving,3m Synchronized Springboard M,Summer,2004,Athens,Individual,No Medal,523.933,points,4,2,0,0,2,40,99,1908,22,No,Renato Canova,163.3,57.6,-
ATH-00130,Kiran Farah,Male,19,2005-05-01,NGR,Nigeria,Freestyle Skiing,Moguls W,Winter,2006,Turin,Individual,No Medal,88.678,points,4,6,6,0,0,13,32,1952,40,No,Dan Pfaff,170.0,83.5,Weather-affected
ATH-00131,Kipchoge Hernandez,Male,20,2004-07-11,MAS,Malaysia,Alpine Skiing,Combined M,Winter,2006,Turin,Individual,No Medal,193.63,seconds,4,7,3,2,2,0,12,1956,58,No,Alberto Salazar,170.6,91.4,-
ATH-00132,Kamran Gheorghe,Male,37,1987-04-15,VEN,Venezuela,Judo,Middleweight,Summer,2008,Beijing,Individual,No Medal,6.928,ippon,2,1,1,0,0,2,14,1948,58,No,Virgilijus Alekna,181.4,60.6,First from country
ATH-00133,Nataliya Wanjiku,Female,32,1992-09-28,BLR,Belarus,Weightlifting,96kg,Summer,1996,Atlanta,Individual,No Medal,254.253,kg,1,5,5,0,0,24,75,1996,33,No,Lauren Lynde,185.8,117.5,-
ATH-00134,Dorothy Williams,Female,18,2006-05-08,MAS,Malaysia,Ice Hockey,Men's Ice Hockey,Winter,1972,Sapporo,Team,No Medal,3.545,goals,3,6,3,1,2,0,12,1956,58,No,John Smith,199.9,90.3,Olympic Debut
ATH-00135,Elaine Kuznetsov,Female,31,1993-08-12,FIN,Finland,Basketball,3x3 Women's,Summer,1912,Stockholm,Team,Silver,5.903,points,3,8,5,1,2,161,459,1908,3,No,Béla Károlyi,172.0,112.6,-
ATH-00136,Mohammed Watanabe,Male,32,1992-03-11,KAZ,Kazakhstan,Volleyball,Women's Beach Volleyball,Summer,2024,Paris,Team,No Medal,5.73,points,2,3,3,0,0,21,66,1996,30,No,Alberto Salazar,195.6,82.3,Oldest medalist
ATH-00137,Alexei Thomas,Male,39,1985-12-26,USA,United States,Luge,Men's Singles,Winter,1980,Lake Placid,Individual,No Medal,128.213,seconds,3,8,2,2,4,1061,2638,1896,1,No,Khristo Hristov,168.9,62.8,First from country
ATH-00138,Laure Constantin,Female,34,1990-03-27,ITA,Italy,Ice Hockey,Women's Ice Hockey,Winter,2002,Salt Lake City,Team,No Medal,4.48,goals,1,1,0,1,0,247,753,1900,4,No,Percy Cerutty,177.2,76.4,Youngest competitor
ATH-00139,Miho Melnyk,Female,35,1989-09-23,BRA,Brazil,Football (Soccer),Men's Football,Summer,2004,Athens,Team,No Medal,0.804,goals,2,7,4,1,2,37,152,1920,20,No,Bob Bowman,173.1,73.5,Photo-finish silver
ATH-00140,Tirunesh Kravchenko,Female,28,1996-12-27,CUB,Cuba,Football (Soccer),Women's Football,Summer,1906,Athens,Team,No Medal,4.33,goals,3,1,0,0,1,82,226,1900,8,No,Andrei Chemerkin,164.0,66.7,-
ATH-00141,Vahram Gebremariam,Male,23,2001-09-27,NZL,New Zealand,Freestyle Skiing,Big Air M,Winter,1998,Nagano,Individual,No Medal,83.811,points,4,0,0,0,0,46,116,1908,25,No,Lauren Lynde,163.1,84.1,Oldest medalist
ATH-00142,Arjun Dibaba,Male,39,1985-04-07,EGY,Egypt,Canoe/Kayak,Canoe Slalom C-1 W,Summer,1912,Stockholm,Individual,No Medal,504.9,seconds,2,5,5,0,0,8,28,1912,45,No,Andrei Chemerkin,184.6,91.4,Comeback after injury
ATH-00143,Carlos Ferrari,Male,24,2000-10-09,AUT,Austria,Triathlon,Mixed Relay,Summer,2004,Athens,Individual,No Medal,4082.175,seconds,1,1,0,1,0,59,196,1896,18,No,Renato Canova,194.8,78.4,Final Appearance
ATH-00144,Magdalena Liu,Female,33,1991-11-09,VEN,Venezuela,Alpine Skiing,Super-G W,Winter,1960,Squaw Valley,Individual,No Medal,360.128,seconds,5,1,0,1,0,2,14,1948,58,No,Valentin Lalev,183.2,87.8,Record broken next day
ATH-00145,Adam Constantin,Male,35,1989-11-23,VEN,Venezuela,Athletics,4x100m Relay,Summer,2020,Tokyo,Individual,No Medal,103.292,seconds,4,8,6,0,2,2,14,1948,58,No,Yury Zakharevich,198.0,82.2,-
ATH-00146,Aurelie Jackson,Female,16,2008-02-21,MGL,Mongolia,Football (Soccer),Women's Football,Summer,2004,Athens,Team,Gold,14.935,goals,1,2,1,1,0,3,21,1964,52,No,Hiroshi Hoketsu,194.7,72.8,Weather-affected
ATH-00147,Lisa Shah,Female,23,2001-02-12,HKG,Hong Kong,Volleyball,Women's Indoor Volleyball,Summer,2020,Tokyo,Team,Gold,16.92,points,1,4,1,3,0,3,9,1952,60,No,Renato Canova,198.1,65.0,-
ATH-00148,Ashley Bekele,Female,37,1987-03-16,USA,United States,Bobsled,2-man M,Winter,1924,Chamonix,Team,Bronze,121.482,seconds,3,1,0,0,1,1061,2638,1896,1,No,Li Yongbo,181.0,85.0,Final Appearance
ATH-00149,Sota Sato,Male,29,1995-06-24,GRE,Greece,Basketball,Women's Basketball,Summer,1900,Paris,Team,No Medal,35.098,points,2,2,1,1,0,34,116,1896,10,No,Percy Cerutty,173.9,76.0,Comeback after injury
ATH-00150,Erik Dubois,Male,35,1989-02-08,MAS,Malaysia,Luge,Men's Doubles,Winter,1972,Sapporo,Individual,No Medal,92.922,seconds,5,0,0,0,0,0,12,1956,58,Olympic Record,Virgilijus Alekna,181.2,65.9,Technical violation
ATH-00151,Nesta Alekseyev,Male,17,2007-09-01,ITA,Italy,Freestyle Skiing,Big Air M,Winter,1980,Lake Placid,Individual,No Medal,71.196,points,3,2,1,1,0,247,753,1900,4,No,John Smith,176.4,61.0,Personal Best
ATH-00152,William Martin,Male,40,1984-07-17,AUS,Australia,Weightlifting,81kg,Summer,1896,Athens,Individual,No Medal,345.616,kg,4,8,6,1,1,170,554,1896,4,No,Jon Drummond,158.3,106.0,National Record
ATH-00153,Sunita Karimov,Female,35,1989-11-22,HUN,Hungary,Short Track Speed Skating,1000m M,Winter,1956,Cortina d'Ampezzo,Team,No Medal,224.789,seconds,1,6,5,0,1,182,536,1896,5,No,Jon Drummond,164.6,79.7,-
ATH-00154,Adrien Williams,Male,20,2004-08-12,USA,United States,Judo,Middleweight,Summer,1900,Paris,Individual,Bronze,8.264,ippon,1,3,2,0,1,1061,2638,1896,1,No,John Smith,186.5,49.5,Equipment issue
ATH-00155,Sarah Grigoryan,Female,42,1982-10-06,MEX,Mexico,Weightlifting,89kg,Summer,1996,Atlanta,Individual,Silver,134.301,kg,5,2,0,1,1,14,72,1924,35,Olympic Record,Franz Stampfl,155.1,136.6,First from country
ATH-00156,Olga Gonzalez,Female,22,2002-07-24,GBR,Great Britain,Basketball,3x3 Men's,Summer,1904,St. Louis,Team,No Medal,13.927,points,5,1,1,0,0,285,896,1896,2,No,Lauren Lynde,200.3,73.2,First from country
ATH-00157,Valentina Perez,Female,17,2007-09-15,MEX,Mexico,Weightlifting,55kg,Summer,2024,Paris,Individual,No Medal,470.15,kg,5,4,4,0,0,14,72,1924,35,No,Vladimir Alekna,164.7,90.0,Withdrew - injury
ATH-00158,Linda Han,Female,32,1992-06-21,USA,United States,Diving,3m Springboard M,Summer,1904,St. Louis,Individual,No Medal,396.936,points,1,0,0,0,0,1061,2638,1896,1,No,Dan Pfaff,161.2,79.5,-
ATH-00159,Shota Tediashvili,Male,28,1996-12-12,GBR,Great Britain,Triathlon,Women's Triathlon,Summer,1900,Paris,Individual,No Medal,5252.935,seconds,4,1,0,0,1,285,896,1896,2,No,Renato Canova,165.4,70.3,Weather-affected
ATH-00160,Sabina Perez,Female,25,1999-08-09,CUB,Cuba,Canoe/Kayak,K-4 500m M,Summer,2020,Tokyo,Individual,Gold,327.688,seconds,1,3,1,2,0,82,226,1900,8,No,Yury Zakharevich,168.4,66.6,Comeback after injury
ATH-00161,Marta Dibaba,Female,17,2007-03-26,DEN,Denmark,Shooting,Skeet W,Summer,1996,Atlanta,Individual,No Medal,189.132,points,2,0,0,0,0,66,260,1896,10,No,Tadashi Suzuki,163.0,64.9,Weather-affected
ATH-00162,Kamran Njoroge,Male,42,1982-08-18,FIN,Finland,Canoe/Kayak,Canoe Slalom C-1 W,Summer,2020,Tokyo,Individual,No Medal,488.29,seconds,2,1,1,0,0,161,459,1908,3,No,Alberto Salazar,167.3,62.5,First from country
ATH-00163,Naim Karimov,Male,23,2001-02-01,RSA,South Africa,Speed Skating,1000m M,Winter,2014,Sochi,Team,Bronze,212.244,seconds,3,7,2,0,5,23,90,1904,30,No,Bao Chünlai,166.9,92.9,-
ATH-00164,Nigar Kiros,Female,20,2004-06-07,URS,Soviet Union,Ice Hockey,Men's Ice Hockey,Winter,1992,Albertville,Team,No Medal,3.541,goals,5,7,2,0,5,473,1122,1952,1,No,Yury Zakharevich,188.6,81.3,Photo-finish silver
ATH-00165,Donna Tadesse,Female,21,2003-11-26,NOR,Norway,Cycling,BMX Racing,Summer,1900,Paris,Individual,No Medal,5196.59,seconds,3,8,0,6,2,148,392,1900,2,No,Marcus O'Sullivan,181.0,78.4,First from country
ATH-00166,Iryna Choi,Female,15,2009-05-02,USA,United States,Triathlon,Women's Triathlon,Summer,1904,St. Louis,Individual,No Medal,6701.884,seconds,2,3,1,0,2,1061,2638,1896,1,No,Lauren Lynde,184.0,62.2,Technical violation
ATH-00167,Lars Kovalev,Male,25,1999-12-23,FIN,Finland,Figure Skating,Pairs,Winter,1976,Innsbruck,Individual,No Medal,295.872,points,5,0,0,0,0,161,459,1908,3,No,Yury Zakharevich,186.3,74.3,Weather-affected
ATH-00168,Charles Han,Male,34,1990-04-01,GBR,Great Britain,Judo,Mixed Team,Summer,1996,Atlanta,Individual,Gold,3.912,ippon,2,3,1,1,1,285,896,1896,2,Olympic Record,Andrei Chemerkin,192.0,91.9,-
ATH-00169,Emily Kumar,Female,37,1987-11-13,ITA,Italy,Basketball,Men's Basketball,Summer,2016,Rio de Janeiro,Team,No Medal,30.967,points,4,5,1,1,3,247,753,1900,4,No,Yury Zakharevich,205.6,127.6,-
ATH-00170,Luca Greco,Male,38,1986-12-10,COL,Colombia,Cross-Country Skiing,15km M,Winter,1960,Squaw Valley,Team,Bronze,5810.874,seconds,2,1,0,0,1,8,24,1932,48,No,Valentin Lalev,182.3,85.4,Final Appearance
ATH-00171,Alejandro Lopez,Male,20,2004-11-03,CHN,China,Biathlon,Mixed Relay,Winter,2022,Beijing,Individual,No Medal,1964.647,seconds,3,5,3,0,2,263,636,1932,1,No,Bob Bowman,169.7,83.6,Season Best
ATH-00172,Xia Haile,Female,30,1994-07-12,PRK,North Korea,Figure Skating,Team Event,Winter,1988,Calgary,Individual,No Medal,203.084,points,4,7,3,1,3,16,54,1964,35,No,Béla Károlyi,157.4,74.6,National Record
ATH-00173,Adam Clark,Male,32,1992-02-11,GRE,Greece,Biathlon,Relay W,Winter,1952,Oslo,Team,No Medal,1622.767,seconds,2,7,0,6,1,34,116,1896,10,No,Alberto Salazar,182.4,74.1,Youngest competitor
ATH-00174,Irina Biles,Female,16,2008-07-19,POL,Poland,Canoe/Kayak,Canoe Slalom K-1 M,Summer,2008,Beijing,Individual,No Medal,427.63,seconds,1,2,0,1,1,72,297,1924,9,No,Alberto Salazar,178.0,71.8,Olympic Debut
ATH-00175,Nancy Shevchenko,Female,42,1982-02-10,ITA,Italy,Swimming,200m Individual Medley,Summer,1906,Athens,Individual,No Medal,367.868,seconds,4,4,0,4,0,247,753,1900,4,No,Gennadi Touretski,173.1,90.4,Oldest medalist
ATH-00176,Gabriela Martin,Female,19,2005-12-22,NED,Netherlands,Curling,Men's Curling,Winter,1964,Innsbruck,Team,Silver,5.258,points,5,5,4,1,0,121,380,1900,7,No,Yury Zakharevich,171.8,67.4,-
ATH-00177,Haile Bianchi,Male,17,2007-07-28,PRK,North Korea,Skeleton,Men's Skeleton,Winter,2002,Salt Lake City,Individual,No Medal,195.769,seconds,4,8,2,0,6,16,54,1964,35,No,Dan Pfaff,168.2,104.3,Season Best
ATH-00178,Mykhailo Yang,Male,41,1983-10-09,TUR,Turkey,Luge,Men's Doubles,Winter,1932,Lake Placid,Individual,No Medal,126.993,seconds,5,1,0,1,0,40,99,1908,22,No,Bob Bowman,174.9,71.7,-
ATH-00179,George Davaadorj,Male,33,1991-10-25,NZL,New Zealand,Ski Jumping,Normal Hill Individual,Winter,1936,Garmisch-Partenkirchen,Individual,No Medal,82.435,metres,4,1,1,0,0,46,116,1908,25,No,Dan Pfaff,169.6,63.7,-
ATH-00180,Svetlana Kwon,Female,16,2008-12-16,NZL,New Zealand,Ice Hockey,Women's Ice Hockey,Winter,1928,St. Moritz,Team,No Medal,8.354,goals,3,0,0,0,0,46,116,1908,25,No,Li Yongbo,178.4,90.7,Technical violation
ATH-00181,Isabelle Martin,Female,38,1986-07-20,RSA,South Africa,Football (Soccer),Men's Football,Summer,1908,London,Team,Bronze,7.729,goals,5,4,3,0,1,23,90,1904,30,No,Jon Drummond,190.8,84.6,-
ATH-00182,Hiroshi Volkov,Male,41,1983-04-27,SWE,Sweden,Short Track Speed Skating,500m M,Winter,1980,Lake Placid,Individual,No Medal,299.789,seconds,2,7,0,5,2,200,648,1896,4,No,Bob Bowman,165.4,76.7,Technical violation
ATH-00183,Yuna Shevchenko,Female,33,1991-09-12,IRI,Iran,Speed Skating,Team Pursuit M,Winter,1992,Albertville,Team,Bronze,947.538,seconds,1,4,0,2,2,19,60,1948,34,No,Tadashi Suzuki,175.4,64.0,Withdrew - injury
ATH-00184,Tigran Williams,Male,30,1994-03-21,GRE,Greece,Triathlon,Men's Triathlon,Summer,2008,Beijing,Individual,No Medal,7274.693,seconds,5,0,0,0,0,34,116,1896,10,No,Arthur Lydiard,188.8,63.2,First from country
ATH-00185,Abebe Romano,Male,36,1988-09-27,ROM,Romania,Cross-Country Skiing,30km W,Winter,1988,Calgary,Individual,No Medal,6207.056,seconds,5,1,0,1,0,89,307,1924,8,No,Marcus O'Sullivan,183.7,75.1,Equipment issue
ATH-00186,Sakura Wu,Female,31,1993-04-02,ROM,Romania,Alpine Skiing,Combined W,Winter,1964,Innsbruck,Individual,No Medal,159.314,seconds,1,5,5,0,0,89,307,1924,8,No,Percy Cerutty,180.7,99.9,-
ATH-00187,Luis Choi,Male,36,1988-09-21,EGY,Egypt,Gymnastics (Artistic),Uneven Bars,Summer,2004,Athens,Individual,No Medal,12.815,points,2,5,4,1,0,8,28,1912,45,No,Dan Pfaff,174.4,70.7,-
ATH-00188,Kamran Silva,Male,35,1989-02-08,SRB,Serbia,Canoe/Kayak,C-2 500m M,Summer,2012,London,Individual,Bronze,524.119,seconds,3,5,3,1,1,10,36,2008,40,No,Li Yongbo,172.1,71.8,-
ATH-00189,Yohan Dibaba,Male,42,1982-11-13,PRK,North Korea,Weightlifting,109kg,Summer,1996,Atlanta,Individual,No Medal,442.496,kg,2,0,0,0,0,16,54,1964,35,No,Dan Pfaff,168.7,148.8,Record broken next day
ATH-00190,Claire Ito,Female,25,1999-11-02,FRA,France,Judo,Extra-Lightweight,Summer,2016,Rio de Janeiro,Individual,No Medal,1.792,ippon,2,3,1,2,0,248,844,1896,3,No,Hiroshi Hoketsu,176.1,87.7,Youngest competitor
ATH-00191,Mary Taylor,Female,32,1992-04-24,ARG,Argentina,Ice Hockey,Women's Ice Hockey,Winter,1984,Sarajevo,Team,No Medal,2.986,goals,1,5,4,0,1,23,77,1920,30,No,Franz Stampfl,190.3,95.8,Weather-affected
ATH-00192,Xia Garcia,Female,41,1983-01-10,CUB,Cuba,Football (Soccer),Women's Football,Summer,1900,Paris,Team,No Medal,5.141,goals,4,8,8,0,0,82,226,1900,8,No,Franz Stampfl,191.4,89.9,Withdrew - injury
ATH-00193,Jennifer Yoon,Female,22,2002-12-05,DPR,North Korea,Volleyball,Women's Indoor Volleyball,Summer,2024,Paris,Team,No Medal,14.38,points,3,8,2,0,6,16,54,1964,35,No,Vladimir Alekna,198.4,96.7,-
ATH-00194,Sun Davis,Male,16,2008-12-04,GER,Germany,Cycling,Team Pursuit,Summer,2004,Athens,Individual,No Medal,194.056,seconds,2,1,1,0,0,275,854,1896,2,No,Béla Károlyi,173.5,75.6,-
ATH-00195,Pierre Kipchoge,Male,31,1993-12-20,BLR,Belarus,Triathlon,Men's Triathlon,Summer,2004,Athens,Individual,No Medal,5587.955,seconds,5,1,1,0,0,24,75,1996,33,No,Wei Ping,169.4,62.1,Youngest competitor
ATH-00196,Yuki Bondarenko,Female,25,1999-04-01,GBR,Great Britain,Taekwondo,-49kg W,Summer,1904,St. Louis,Individual,No Medal,11.13,points,1,1,1,0,0,285,896,1896,2,No,Hiroshi Hoketsu,186.8,52.5,Technical violation
ATH-00197,Jessica Fraser-Pryce,Female,41,1983-03-28,ROM,Romania,Curling,Men's Curling,Winter,1968,Grenoble,Team,No Medal,9.34,points,4,5,5,0,0,89,307,1924,8,Olympic Record,Li Yongbo,187.2,68.8,Final Appearance
ATH-00198,Lela Martin,Female,38,1986-02-12,CAN,Canada,Volleyball,Men's Beach Volleyball,Summer,1912,Stockholm,Team,Bronze,16.956,points,3,7,3,3,1,118,381,1900,6,No,Virgilijus Alekna,203.4,92.6,Disqualified (false start)
ATH-00199,Mark Yohannes,Male,33,1991-08-26,GBR,Great Britain,Rowing,Pair W,Summer,1904,St. Louis,Team,No Medal,475.939,seconds,3,2,2,0,0,285,896,1896,2,No,Arthur Lydiard,193.3,99.5,Oldest medalist
ATH-00200,Patricia Nozadze,Female,39,1985-12-19,NOR,Norway,Gymnastics (Artistic),Team,Summer,1900,Paris,Individual,Bronze,13.556,points,4,5,4,0,1,148,392,1900,2,No,Percy Cerutty,168.2,48.7,Final Appearance
ATH-00201,Yohan Dinu,Male,42,1982-08-28,GRE,Greece,Cycling,Sprint,Summer,1896,Athens,Individual,Gold,3383.349,seconds,3,7,5,0,2,34,116,1896,10,No,Percy Cerutty,194.2,56.5,Technical violation
ATH-00202,Lisa Grigoryan,Female,29,1995-06-04,KEN,Kenya,Wrestling,Greco-Roman 77kg,Summer,1996,Atlanta,Individual,No Medal,8.433,points,4,0,0,0,0,38,109,1956,20,No,Khristo Hristov,159.3,98.9,-
ATH-00203,Sun Ionescu,Male,25,1999-06-27,NZL,New Zealand,Fencing,Foil Individual M,Summer,2024,Paris,Individual,No Medal,11.023,touches,5,7,5,2,0,46,116,1908,25,No,Vladimir Alekna,183.6,83.7,-
ATH-00204,Nino Ferrari,Female,32,1992-09-12,SWE,Sweden,Archery,Individual M,Summer,1896,Athens,Team,Gold,247.245,points,4,2,1,0,1,200,648,1896,4,No,Alberto Salazar,165.3,79.4,Oldest medalist
ATH-00205,Tomasz Yohannes,Male,16,2008-11-27,BUL,Bulgaria,Tennis,Mixed Doubles,Summer,2012,London,Individual,Silver,3.766,sets,4,8,7,1,0,54,224,1896,15,No,Andrei Chemerkin,162.2,84.4,Photo-finish silver
ATH-00206,Adam Li,Male,18,2006-07-22,THA,Thailand,Short Track Speed Skating,1000m W,Winter,1952,Oslo,Individual,No Medal,224.572,seconds,3,6,3,1,2,13,35,1952,40,No,Arthur Lydiard,168.7,62.3,-
ATH-00207,Lilit Batjargal,Female,35,1989-04-07,MGL,Mongolia,Short Track Speed Skating,5000m Relay M,Winter,1968,Grenoble,Team,No Medal,245.604,seconds,2,4,2,2,0,3,21,1964,52,No,Marcus O'Sullivan,184.5,71.5,-
ATH-00208,Nataliya Navruzov,Female,36,1988-12-14,SUI,Switzerland,Rowing,Four W,Summer,2016,Rio de Janeiro,Team,No Medal,372.736,seconds,1,8,4,3,1,70,203,1896,12,Olympic Record,Gennadi Touretski,190.7,66.0,Disqualified (false start)
ATH-00209,Mykola Martin,Male,37,1987-05-07,RUS,Russia,Taekwondo,-49kg W,Summer,2008,Beijing,Individual,No Medal,8.858,points,5,7,1,4,2,194,531,1994,2,No,Virgilijus Alekna,190.0,83.2,-
ATH-00210,Elnur Yadav,Male,27,1997-07-26,IRI,Iran,Taekwondo,-68kg M,Summer,2012,London,Individual,No Medal,13.182,points,2,0,0,0,0,19,60,1948,34,No,Hiroshi Hoketsu,181.0,84.9,-
ATH-00211,Marian Volkov,Male,24,2000-08-06,AUT,Austria,Speed Skating,3000m W,Winter,2002,Salt Lake City,Individual,Gold,171.781,seconds,4,2,2,0,0,59,196,1896,18,No,Gennadi Touretski,164.3,68.3,Personal Best
ATH-00212,William Zhao,Male,25,1999-10-02,TPE,Chinese Taipei,Biathlon,Mixed Relay,Winter,1988,Calgary,Team,No Medal,3505.373,seconds,1,4,3,1,0,7,25,1956,45,No,Virgilijus Alekna,188.1,69.8,-
ATH-00213,Lisa Ferreira,Female,22,2002-04-22,ESP,Spain,Volleyball,Men's Beach Volleyball,Summer,1920,Antwerp,Team,No Medal,5.22,points,5,4,1,3,0,50,170,1900,18,No,Sandor Szabo,202.9,104.2,Technical violation
ATH-00214,Deepika Gebremariam,Female,27,1997-05-18,GRE,Greece,Diving,3m Synchronized Springboard M,Summer,1896,Athens,Individual,Gold,317.379,points,4,8,5,3,0,34,116,1896,10,No,Béla Károlyi,156.3,76.7,Disqualified (false start)
ATH-00215,Jiajun Park,Male,42,1982-11-14,CHN,China,Athletics,800m Run,Summer,2008,Beijing,Individual,Bronze,20.506,seconds,2,6,5,0,1,263,636,1932,1,No,Glen Mills,166.0,94.4,Equipment issue
ATH-00216,Elmar Meyer,Male,28,1996-07-15,AZE,Azerbaijan,Weightlifting,96kg,Summer,2004,Athens,Individual,No Medal,152.133,kg,5,0,0,0,0,7,29,1996,45,No,Lauren Lynde,155.2,123.4,-
ATH-00217,Gunther Romano,Male,34,1990-02-10,SUI,Switzerland,Weightlifting,102kg,Summer,1912,Stockholm,Individual,No Medal,408.87,kg,5,0,0,0,0,70,203,1896,12,No,Jon Drummond,163.8,125.9,-
ATH-00218,Patricia Batjargal,Female,42,1982-09-05,AUT,Austria,Basketball,Men's Basketball,Summer,1908,London,Team,Gold,41.142,points,1,6,4,2,0,59,196,1896,18,No,Arthur Lydiard,183.7,114.9,-
ATH-00219,Sergei Fischer,Male,21,2003-02-06,FIN,Finland,Short Track Speed Skating,500m M,Winter,1948,St. Moritz,Team,No Medal,336.943,seconds,3,8,7,0,1,161,459,1908,3,No,Marcus O'Sullivan,176.1,59.5,Comeback after injury
ATH-00220,Anthony Robert,Male,34,1990-02-07,POR,Portugal,Football (Soccer),Women's Football,Summer,2008,Beijing,Team,No Medal,12.115,goals,5,5,4,1,0,6,29,1912,50,No,Glen Mills,167.9,77.0,Personal Best
ATH-00221,Elena Shah,Female,19,2005-11-24,NED,Netherlands,Alpine Skiing,Downhill W,Winter,1960,Squaw Valley,Individual,No Medal,284.804,seconds,3,7,7,0,0,121,380,1900,7,No,Gennadi Touretski,176.1,64.4,Final Appearance
